Sp.Scien.jetz;Sp.Eng.jetz;Sp.Scien.hbw;Sp.Eng.hbw;Match_jetz_birdlife;Order;strategy_3;distance_4;distance_quanti_RES0;distance_quanti_ALL
Aegolius_harrisii;Buff-fronted-Owl;Aegolius_harrisii;Buff-fronted-Owl;Aegolius_harrisii;STRIGIFORMES;resident;resident;0;324,968033
Aegolius_ridgwayi;Southern-Saw-whet-Owl;Aegolius_ridgwayi;Unspotted-Saw-whet-Owl;Aegolius_ridgwayi;STRIGIFORMES;resident;resident;0;75,90541849
Aegotheles_albertisi;Mountain-Owlet-nightjar;Aegotheles_albertisi;Mountain-Owlet-nightjar;Aegotheles_albertisi;CAPRIMULGIFORMES;resident;resident;0;117,7564233
Aegotheles_archboldi;Archbolds-Owlet-nightjar;Aegotheles_archboldi;Archbolds-Owlet-nightjar;Aegotheles_archboldi;CAPRIMULGIFORMES;resident;resident;0;76,00832585
Aegotheles_bennettii;Barred-Owlet-nightjar;Aegotheles_bennettii;Barred-Owlet-nightjar;Aegotheles_bennettii;CAPRIMULGIFORMES;resident;resident;0;173,7850091
Aegotheles_crinifrons;Long-whiskered-Owlet-nightjar;Aegotheles_crinifrons;Moluccan-Owlet-nightjar;Aegotheles_crinifrons;CAPRIMULGIFORMES;resident;resident;0;55,28717761
Aegotheles_cristatus;Australian-Owlet-nightjar;Aegotheles_cristatus;Australian-Owlet-nightjar;Aegotheles_cristatus;CAPRIMULGIFORMES;resident;resident;0;704,7459168
Aegotheles_insignis;Feline-Owlet-nightjar;Aegotheles_insignis;Feline-Owlet-nightjar;Aegotheles_insignis;CAPRIMULGIFORMES;resident;resident;0;170,0974659
Aegotheles_savesi;New-Caledonian-Owlet-nightjar;Aegotheles_savesi;New-Caledonian-Owlet-nightjar;Aegotheles_savesi;CAPRIMULGIFORMES;resident;resident;0;0
Aegotheles_tatei;Starry-Owlet-nightjar;Aegotheles_tatei;Spangled-Owlet-nightjar;Aegotheles_tatei;CAPRIMULGIFORMES;resident;resident;0;25,94090114
Aegotheles_wallacii;Wallaces-Owlet-nightjar;Aegotheles_wallacii;Wallaces-Owlet-nightjar;Aegotheles_wallacii;CAPRIMULGIFORMES;resident;resident;0;134,7939625
Aegypius_monachus;Cinereous-Vulture;Aegypius_monachus;Cinereous-Vulture;Aegypius_monachus;ACCIPITRIFORMES;partial_mig;short;928,1284065;928,1284065
Aenigmatolimnas_marginalis;Striped-Crake;Amaurornis_marginalis;Striped-Crake;Amaurornis_marginalis;GRUIFORMES;partial_mig;variable;1020,809156;1020,809156
Aepypodius_arfakianus;Wattled-Brush-turkey;Aepypodius_arfakianus;Wattled-Brush-turkey;Aepypodius_arfakianus;GALLIFORMES;resident;resident;0;173,8755753
Aepypodius_bruijnii;Bruijns-Brush-turkey;Aepypodius_bruijnii;Waigeo-Brush-turkey;Aepypodius_bruijnii;GALLIFORMES;resident;resident;0;18,42904783
Aeronautes_andecolus;Andean-Swift;Aeronautes_andecolus;Andean-Swift;Aeronautes_andecolus;CAPRIMULGIFORMES;resident;resident;0;319,7629481
Aeronautes_montivagus;White-tipped-Swift;Aeronautes_montivagus;White-tipped-Swift;Aeronautes_montivagus;CAPRIMULGIFORMES;resident;resident;0;447,2817989
Aeronautes_saxatalis;White-throated-Swift;Aeronautes_saxatalis;White-throated-Swift;Aeronautes_saxatalis;CAPRIMULGIFORMES;partial_mig;short;942,6972891;942,6972891
Aethia_cristatella;Crested-Auklet;Aethia_cristatella;Crested-Auklet;Aethia_cristatella;CHARADRIIFORMES;strict_mig;variable;1154,913459;1154,913459
Aethia_psittacula;Parakeet-Auklet;Aethia_psittacula;Parakeet-Auklet;Aethia_psittacula;CHARADRIIFORMES;strict_mig;variable;1493,496185;1493,496185
Aethia_pusilla;Least-Auklet;Aethia_pusilla;Least-Auklet;Aethia_pusilla;CHARADRIIFORMES;strict_mig;variable;1070,572928;1070,572928
Aethia_pygmaea;Whiskered-Auklet;Aethia_pygmaea;Whiskered-Auklet;Aethia_pygmaea;CHARADRIIFORMES;partial_mig;short;500,7989595;500,7989595
Aethopyga_bella;Handsome-Sunbird;Aethopyga_bella;Handsome-Sunbird;Aethopyga_bella;PASSERIFORMES;resident;resident;0;192,5602834
Aethopyga_boltoni;Apo-Sunbird;Aethopyga_boltoni;Apo-Sunbird;Aethopyga_boltoni;PASSERIFORMES;resident;resident;0;41,11683309
Aethopyga_christinae;Fork-tailed-Sunbird;Aethopyga_christinae;Fork-tailed-Sunbird;Aethopyga_christinae;PASSERIFORMES;resident;resident;0;360,4748932
Aethopyga_duyvenbodei;Elegant-Sunbird;Aethopyga_duyvenbodei;Elegant-Sunbird;Aethopyga_duyvenbodei;PASSERIFORMES;resident;resident;0;18,42971129
Aethopyga_eximia;White-flanked-Sunbird;Aethopyga_eximia;White-flanked-Sunbird;Aethopyga_eximia;PASSERIFORMES;resident;resident;0;66,43627943
Aethopyga_flagrans;Flaming-Sunbird;Aethopyga_flagrans;Flaming-Sunbird;Aethopyga_flagrans;PASSERIFORMES;resident;resident;0;122,7706635
Aethopyga_gouldiae;Goulds-Sunbird;Aethopyga_gouldiae;Goulds-Sunbird;Aethopyga_gouldiae;PASSERIFORMES;resident;resident;0;504,0217044
Aethopyga_ignicauda;Fire-tailed-Sunbird;Aethopyga_ignicauda;Fire-tailed-Sunbird;Aethopyga_ignicauda;PASSERIFORMES;resident;resident;0;298,6359075
Aethopyga_linaraborae;Linas-Sunbird;Aethopyga_linaraborae;Linas-Sunbird;Aethopyga_linaraborae;PASSERIFORMES;resident;resident;0;18,43187509
Aethopyga_mystacalis;Scarlet-Sunbird;Aethopyga_mystacalis;Javan-Sunbird;Aethopyga_mystacalis;PASSERIFORMES;resident;resident;0;349,3132494
Aethopyga_nipalensis;Green-tailed-Sunbird;Aethopyga_nipalensis;Green-tailed-Sunbird;Aethopyga_nipalensis;PASSERIFORMES;resident;resident;0;339,4796771
Aethopyga_primigenia;Grey-hooded-Sunbird;Aethopyga_primigenia;Grey-hooded-Sunbird;Aethopyga_primigenia;PASSERIFORMES;resident;resident;0;55,29685801
Aethopyga_pulcherrima;Metallic-winged-Sunbird;Aethopyga_pulcherrima;Metallic-winged-Sunbird;Aethopyga_pulcherrima;PASSERIFORMES;resident;resident;0;156,8992147
Aethopyga_saturata;Black-throated-Sunbird;Aethopyga_saturata;Black-throated-Sunbird;Aethopyga_saturata;PASSERIFORMES;resident;resident;0;430,6517202
Aethopyga_shelleyi;Lovely-Sunbird;Aethopyga_shelleyi;Lovely-Sunbird;Aethopyga_shelleyi;PASSERIFORMES;resident;resident;0;54,87192848
Aethopyga_siparaja;Crimson-Sunbird;Aethopyga_siparaja;Crimson-Sunbird;Aethopyga_siparaja;PASSERIFORMES;resident;resident;0;765,8825187
Afropavo_congensis;Congo-Peafowl;Afropavo_congensis;Congo-Peafowl;Afropavo_congensis;GALLIFORMES;resident;resident;0;210,6553292
Agamia_agami;Agami-Heron;Agamia_agami;Agami-Heron;Agamia_agami;PELECANIFORMES;resident;resident;0;719,9144015
Agapornis_canus;Grey-headed-Lovebird;Agapornis_canus;Grey-headed-Lovebird;Agapornis_canus;PSITTACIFORMES;resident;resident;0;216,7514014
Agapornis_fischeri;Fischers-Lovebird;Agapornis_fischeri;Fischers-Lovebird;Agapornis_fischeri;PSITTACIFORMES;resident;resident;0;124,1190563
Agapornis_lilianae;Lilians-Lovebird;Agapornis_lilianae;Nyasa-Lovebird;Agapornis_lilianae;PSITTACIFORMES;resident;resident;0;140,1051599
Agapornis_nigrigenis;Black-cheeked-Lovebird;Agapornis_nigrigenis;Black-cheeked-Lovebird;Agapornis_nigrigenis;PSITTACIFORMES;resident;resident;0;39,90590915
Agapornis_personatus;Yellow-collared-Lovebird;Agapornis_personatus;Yellow-collared-Lovebird;Agapornis_personatus;PSITTACIFORMES;resident;resident;0;117,0303112
Agapornis_pullarius;Red-headed-Lovebird;Agapornis_pullarius;Red-headed-Lovebird;Agapornis_pullarius;PSITTACIFORMES;resident;resident;0;552,3385142
Agapornis_roseicollis;Rosy-faced-Lovebird;Agapornis_roseicollis;Rosy-faced-Lovebird;Agapornis_roseicollis;PSITTACIFORMES;resident;resident;0;200,774405
Agapornis_swindernianus;Black-collared-Lovebird;Agapornis_swindernianus;Black-collared-Lovebird;Agapornis_swindernianus;PSITTACIFORMES;resident;resident;0;327,2217005
Agapornis_taranta;Black-winged-Lovebird;Agapornis_taranta;Black-winged-Lovebird;Agapornis_taranta;PSITTACIFORMES;resident;resident;0;174,2617932
Agelaioides_badius;Bay-winged-Cowbird;Agelaioides_badius;Greyish-Baywing;Agelaioides_badius;PASSERIFORMES;resident;resident;0;570,9691215
Agelaius_assimilis;Red-shouldered-Blackbird;Agelaius_assimilis;Red-shouldered-Blackbird;Agelaius_assimilis;PASSERIFORMES;resident;resident;0;36,91167886
Agelaius_humeralis;Tawny-shouldered-Blackbird;Agelaius_humeralis;Tawny-shouldered-Blackbird;Agelaius_humeralis;PASSERIFORMES;resident;resident;0;113,884077
Agelaius_phoeniceus;Red-winged-Blackbird;Agelaius_phoeniceus;Red-winged-Blackbird;Agelaius_phoeniceus;PASSERIFORMES;partial_mig;variable;1421,870452;1421,870452
Agelaius_tricolor;Tricoloured-Blackbird;Agelaius_tricolor;Tricolored-Blackbird;Agelaius_tricolor;PASSERIFORMES;partial_mig;short;323,0189123;323,0189123
Agelaius_xanthomus;Yellow-shouldered-Blackbird;Agelaius_xanthomus;Yellow-shouldered-Blackbird;Agelaius_xanthomus;PASSERIFORMES;resident;resident;0;17,64917394
Agelastes_meleagrides;White-breasted-Guineafowl;Agelastes_meleagrides;White-breasted-Guineafowl;Agelastes_meleagrides;GALLIFORMES;resident;resident;0;78,25731128
Agelastes_niger;Black-Guineafowl;Agelastes_niger;Black-Guineafowl;Agelastes_niger;GALLIFORMES;resident;resident;0;278,9152656
Agelasticus_cyanopus;Unicoloured-Blackbird;Agelasticus_cyanopus;Unicolored-Blackbird;Agelasticus_cyanopus;PASSERIFORMES;resident;resident;0;482,7635151
Agelasticus_thilius;Yellow-winged-Blackbird;Agelasticus_thilius;Yellow-winged-Blackbird;Agelasticus_thilius;PASSERIFORMES;partial_mig;variable;671,4550402;671,4550402
Agelasticus_xanthophthalmus;Pale-eyed-Blackbird;Agelasticus_xanthophthalmus;Pale-eyed-Blackbird;Agelasticus_xanthophthalmus;PASSERIFORMES;resident;resident;0;37,1059369
Aglaeactis_aliciae;Purple-backed-Sunbeam;Aglaeactis_aliciae;Purple-backed-Sunbeam;Aglaeactis_aliciae;CAPRIMULGIFORMES;resident;resident;0;4,593656696
Aglaeactis_castelnaudii;White-tufted-Sunbeam;Aglaeactis_castelnaudii;White-tufted-Sunbeam;Aglaeactis_castelnaudii;CAPRIMULGIFORMES;resident;resident;0;51,61656787
Aglaeactis_cupripennis;Shining-Sunbeam;Aglaeactis_cupripennis;Shining-Sunbeam;Aglaeactis_cupripennis;CAPRIMULGIFORMES;resident;resident;0;223,9921385
Aglaeactis_pamela;Black-hooded-Sunbeam;Aglaeactis_pamela;Black-hooded-Sunbeam;Aglaeactis_pamela;CAPRIMULGIFORMES;resident;resident;0;40,92493383
Aglaiocercus_berlepschi;Venezuelan-Sylph;Aglaiocercus_berlepschi;Venezuelan-Sylph;Aglaiocercus_berlepschi;CAPRIMULGIFORMES;resident;resident;0;18,43492759
Aglaiocercus_coelestis;Violet-tailed-Sylph;Aglaiocercus_coelestis;Violet-tailed-Sylph;Aglaiocercus_coelestis;CAPRIMULGIFORMES;resident;resident;0;92,14610009
Aglaiocercus_kingi;Long-tailed-Sylph;Aglaiocercus_kingii;Long-tailed-Sylph;Aglaiocercus_kingii;CAPRIMULGIFORMES;resident;resident;0;338,8273112
Agriornis_albicauda;White-tailed-Shrike-tyrant;Agriornis_andicola;White-tailed-Shrike-tyrant;Agriornis_albicauda;PASSERIFORMES;resident;resident;0;255,6173866
Agriornis_lividus;Great-Shrike-tyrant;Agriornis_lividus;Great-Shrike-tyrant;Agriornis_lividus;PASSERIFORMES;resident;resident;0;247,1844248
Agriornis_micropterus;Grey-bellied-Shrike-tyrant;Agriornis_micropterus;Grey-bellied-Shrike-tyrant;Agriornis_micropterus;PASSERIFORMES;partial_mig;variable;854,1333248;854,1333248
Agriornis_montanus;Black-billed-Shrike-tyrant;Agriornis_montanus;Black-billed-Shrike-tyrant;Agriornis_montanus;PASSERIFORMES;partial_mig;short;779,7253873;779,7253873
Agriornis_murinus;Lesser-Shrike-tyrant;Agriornis_murinus;Lesser-Shrike-tyrant;Agriornis_murinus;PASSERIFORMES;strict_mig;short;725,1725076;725,1725076
Ailuroedus_buccoides;White-eared-Catbird;Ailuroedus_buccoides;White-eared-Catbird;Ailuroedus_buccoides;PASSERIFORMES;resident;resident;0;245,6749135
Ailuroedus_crassirostris;Green-Catbird;Ailuroedus_crassirostris;Green-Catbird;Ailuroedus_crassirostris;PASSERIFORMES;resident;resident;0;136,0761772
Ailuroedus_melanotis;Spotted-Catbird;Ailuroedus_melanotis;Black-eared-Catbird;Ailuroedus_melanotis;PASSERIFORMES;resident;resident;0;330,088819
Aimophila_aestivalis;Bachmans-Sparrow;Peucaea_aestivalis;Bachmans-Sparrow;Peucaea_aestivalis;PASSERIFORMES;resident;resident;0;219,7145751
Aimophila_botterii;Botteris-Sparrow;Peucaea_botterii;Botteris-Sparrow;Peucaea_botterii;PASSERIFORMES;resident;resident;0;313,9474853
Aimophila_carpalis;Rufous-winged-Sparrow;Peucaea_carpalis;Rufous-winged-Sparrow;Peucaea_carpalis;PASSERIFORMES;resident;resident;0;116,951578
Aimophila_cassinii;Cassins-Sparrow;Peucaea_cassinii;Cassins-Sparrow;Peucaea_cassinii;PASSERIFORMES;partial_mig;short;604,4499343;604,4499343
Aimophila_humeralis;Black-chested-Sparrow;Peucaea_humeralis;Black-chested-Sparrow;Peucaea_humeralis;PASSERIFORMES;resident;resident;0;88,24579826
Aimophila_mystacalis;Bridled-Sparrow;Peucaea_mystacalis;Bridled-Sparrow;Peucaea_mystacalis;PASSERIFORMES;resident;resident;0;64,80821013
Aimophila_notosticta;Oaxaca-Sparrow;Aimophila_notosticta;Oaxaca-Sparrow;Aimophila_notosticta;PASSERIFORMES;resident;resident;0;55,33982181
Aimophila_quinquestriata;Five-striped-Sparrow;Amphispiza_quinquestriata;Five-striped-Sparrow;Amphispiza_quinquestriata;PASSERIFORMES;resident;resident;0;114,3459101
Aimophila_rufescens;Rusty-Sparrow;Aimophila_rufescens;Rusty-Sparrow;Aimophila_rufescens;PASSERIFORMES;resident;resident;0;319,1812801
Aimophila_ruficauda;Stripe-headed-Sparrow;Peucaea_ruficauda;Stripe-headed-Sparrow;Peucaea_ruficauda;PASSERIFORMES;resident;resident;0;192,8142497
Aimophila_ruficeps;Rufous-crowned-Sparrow;Aimophila_ruficeps;Rufous-crowned-Sparrow;Aimophila_ruficeps;PASSERIFORMES;resident;resident;0;452,4251058
Aimophila_stolzmanni;Tumbes-Sparrow;Rhynchospiza_stolzmanni;Tumbes-Sparrow;Rhynchospiza_stolzmanni;PASSERIFORMES;resident;resident;0;66,45007096
Aimophila_strigiceps;Stripe-capped-Sparrow;Rhynchospiza_strigiceps;Stripe-capped-Sparrow;Rhynchospiza_strigiceps;PASSERIFORMES;resident;resident;0;221,7515373
Aimophila_sumichrasti;Cinnamon-tailed-Sparrow;Peucaea_sumichrasti;Cinnamon-tailed-Sparrow;Peucaea_sumichrasti;PASSERIFORMES;resident;resident;0;35,61536001
Aix_galericulata;Mandarin-Duck;Aix_galericulata;Mandarin-Duck;Aix_galericulata;ANSERIFORMES;partial_mig;variable;1508,524835;1508,524835
Aix_sponsa;Wood-Duck;Aix_sponsa;Wood-Duck;Aix_sponsa;ANSERIFORMES;partial_mig;short;1070,331531;1070,331531
Alaemon_alaudipes;Greater-Hoopoe-lark;Alaemon_alaudipes;Greater-Hoopoe-lark;Alaemon_alaudipes;PASSERIFORMES;resident;resident;0;1014,503127
Alaemon_hamertoni;Lesser-Hoopoe-lark;Alaemon_hamertoni;Lesser-Hoopoe-lark;Alaemon_hamertoni;PASSERIFORMES;resident;resident;0;123,4902774
Alauda_arvensis;Eurasian-Skylark;Alauda_arvensis;Eurasian-Skylark;Alauda_arvensis;PASSERIFORMES;partial_mig;variable;1902,579974;1902,579974
Alauda_gulgula;Oriental-Skylark;Alauda_gulgula;Oriental-Skylark;Alauda_gulgula;PASSERIFORMES;partial_mig;variable;1343,524718;1343,524718
Alauda_japonica;Japanese-Skylark;Alauda_japonica;Japanese-Skylark;Alauda_japonica;PASSERIFORMES;resident;resident;0;242,2117291
Alauda_razae;Raso-Lark;Alauda_razae;Raso-Lark;Alauda_razae;PASSERIFORMES;resident;resident;0;0
Alca_torda;Razorbill;Alca_torda;Razorbill;Alca_torda;CHARADRIIFORMES;strict_mig;variable;771,2581606;771,2581606
Alcedo_argentata;Silvery-Kingfisher;Ceyx_argentatus;Southern-Silvery-Kingfisher;Ceyx_argentatus;CORACIIFORMES;resident;resident;0;93,97712158
Alcedo_atthis;Common-Kingfisher;Alcedo_atthis;Common-Kingfisher;Alcedo_atthis;CORACIIFORMES;partial_mig;variable;2590,347651;2590,347651
Alcedo_azurea;Azure-Kingfisher;Ceyx_azureus;Azure-Kingfisher;Ceyx_azureus;CORACIIFORMES;resident;resident;0;655,4027954
Alcedo_coerulescens;Small-Blue-Kingfisher;Alcedo_coerulescens;Cerulean-Kingfisher;Alcedo_coerulescens;CORACIIFORMES;resident;resident;0;184,848714
Alcedo_cristata;Malachite-Kingfisher;Corythornis_cristatus;Malachite-Kingfisher;Corythornis_cristatus;CORACIIFORMES;resident;resident;0;1034,608171
Alcedo_cyanopectus;Indigo-banded-Kingfisher;Ceyx_cyanopectus;Northern-Indigo-banded-Kingfisher;Ceyx_cyanopectus;CORACIIFORMES;resident;resident;0;116,338215
Alcedo_euryzona;Blue-banded-Kingfisher;Alcedo_euryzona;Javan-Blue-banded-Kingfisher;Alcedo_euryzona;CORACIIFORMES;resident;resident;0;107,3377511
Alcedo_hercules;Blyths-Kingfisher;Alcedo_hercules;Blyths-Kingfisher;Alcedo_hercules;CORACIIFORMES;resident;resident;0;291,7255461
Alcedo_leucogaster;White-bellied-Kingfisher;Corythornis_leucogaster;White-bellied-Kingfisher;Corythornis_leucogaster;CORACIIFORMES;resident;resident;0;478,6548594
Alcedo_meninting;Blue-eared-Kingfisher;Alcedo_meninting;Blue-eared-Kingfisher;Alcedo_meninting;CORACIIFORMES;resident;resident;0;746,47028
Alcedo_pusilla;Little-Kingfisher;Ceyx_pusillus;Little-Kingfisher;Ceyx_pusillus;CORACIIFORMES;resident;resident;0;484,0044348
Alcedo_quadribrachys;Shining-Blue-Kingfisher;Alcedo_quadribrachys;Shining-blue-Kingfisher;Alcedo_quadribrachys;CORACIIFORMES;resident;resident;0;596,6997072
Alcedo_semitorquata;Half-collared-Kingfisher;Alcedo_semitorquata;Half-collared-Kingfisher;Alcedo_semitorquata;CORACIIFORMES;resident;resident;0;547,5758894
Alcedo_vintsioides;Madagascar-Kingfisher;Corythornis_vintsioides;Madagascar-Kingfisher;Corythornis_vintsioides;CORACIIFORMES;resident;resident;0;204,4930406
Alcedo_websteri;Bismarck-Kingfisher;Ceyx_websteri;Bismarck-Kingfisher;Ceyx_websteri;CORACIIFORMES;resident;resident;0;92,15344856
Alcippe_brunnea;Dusky-Fulvetta;Schoeniparus_brunneus;Dusky-Fulvetta;Alcippe_brunnea;PASSERIFORMES;resident;resident;0;270,371132
Alcippe_brunneicauda;Brown-Fulvetta;Alcippe_brunneicauda;Brown-Fulvetta;Alcippe_brunneicauda;PASSERIFORMES;resident;resident;0;264,1732342
Alcippe_castaneceps;Rufous-winged-Fulvetta;Pseudominla_castaneceps;Rufous-winged-Fulvetta;Alcippe_castaneceps;PASSERIFORMES;resident;resident;0;338,4264152
Alcippe_chrysotis;Golden-breasted-Fulvetta;Lioparus_chrysotis;Golden-breasted-Fulvetta;Alcippe_chrysotis;PASSERIFORMES;resident;resident;0;332,7356996
Alcippe_cinerea;Yellow-throated-Fulvetta;Pseudominla_cinerea;Yellow-throated-Fulvetta;Alcippe_cinerea;PASSERIFORMES;resident;resident;0;167,8989714
Alcippe_cinereiceps;Grey-hooded-Fulvetta;Fulvetta_cinereiceps;Grey-hooded-Fulvetta;Alcippe_cinereiceps;PASSERIFORMES;resident;resident;0;298,2857876
Alcippe_danisi;Indochinese-Fulvetta;Fulvetta_danisi;Indochinese-Fulvetta;Alcippe_danisi;PASSERIFORMES;resident;resident;0;53,72914965
Alcippe_dubia;Rusty-capped-Fulvetta;Schoeniparus_dubius;Rusty-capped-Fulvetta;Alcippe_dubia;PASSERIFORMES;resident;resident;0;342,9775022
Alcippe_formosana;Taiwan-Fulvetta;Fulvetta_formosana;Taiwan-Fulvetta;Alcippe_formosana;PASSERIFORMES;resident;resident;0;34,04272721
Alcippe_grotei;Black-browed-Fulvetta;Alcippe_grotei;Black-browed-Fulvetta;Alcippe_grotei;PASSERIFORMES;resident;resident;0;142,8659652
Alcippe_klossi;Black-crowned-Fulvetta;Pseudominla_klossi;Black-crowned-Fulvetta;Alcippe_klossi;PASSERIFORMES;resident;resident;0;25,87511221
Alcippe_ludlowi;Ludlows-Fulvetta;Fulvetta_ludlowi;Ludlows-Fulvetta;Alcippe_ludlowi;PASSERIFORMES;resident;resident;0;83,57631094
Alcippe_manipurensis;Streak-throated-Fulvetta;Fulvetta_manipurensis;Streak-throated-Fulvetta;Alcippe_manipurensis;PASSERIFORMES;resident;resident;0;121,7535998
Alcippe_morrisonia;Grey-cheeked-Fulvetta;Alcippe_morrisonia;Grey-cheeked-Fulvetta;Alcippe_morrisonia;PASSERIFORMES;resident;resident;0;459,4697503
Alcippe_nipalensis;Nepal-Fulvetta;Alcippe_nipalensis;Nepal-Fulvetta;Alcippe_nipalensis;PASSERIFORMES;resident;resident;0;205,8111336
Alcippe_peracensis;Mountain-Fulvetta;Alcippe_peracensis;Mountain-Fulvetta;Alcippe_peracensis;PASSERIFORMES;resident;resident;0;116,7775553
Alcippe_poioicephala;Brown-cheeked-Fulvetta;Alcippe_poioicephala;Brown-cheeked-Fulvetta;Alcippe_poioicephala;PASSERIFORMES;resident;resident;0;421,8249566
Alcippe_pyrrhoptera;Javan-Fulvetta;Alcippe_pyrrhoptera;Javan-Fulvetta;Alcippe_pyrrhoptera;PASSERIFORMES;resident;resident;0;36,84593036
Alcippe_ruficapilla;Spectacled-Fulvetta;Fulvetta_ruficapilla;Spectacled-Fulvetta;Alcippe_ruficapilla;PASSERIFORMES;resident;resident;0;208,6690497
Alcippe_rufogularis;Rufous-throated-Fulvetta;Schoeniparus_rufogularis;Rufous-throated-Fulvetta;Alcippe_rufogularis;PASSERIFORMES;resident;resident;0;228,2544728
Alcippe_striaticollis;Chinese-Fulvetta;Fulvetta_striaticollis;Chinese-Fulvetta;Alcippe_striaticollis;PASSERIFORMES;resident;resident;0;175,2185969
Alcippe_variegaticeps;Gold-fronted-Fulvetta;Pseudominla_variegaticeps;Golden-fronted-Fulvetta;Alcippe_variegaticeps;PASSERIFORMES;resident;resident;0;49,70914677
Alcippe_vinipectus;White-browed-Fulvetta;Fulvetta_vinipectus;White-browed-Fulvetta;Alcippe_vinipectus;PASSERIFORMES;resident;resident;0;247,1011453
Aleadryas_rufinucha;Rufous-naped-Whistler;Aleadryas_rufinucha;Rufous-naped-Whistler;Aleadryas_rufinucha;PASSERIFORMES;resident;resident;0;158,6353316
Alectoris_barbara;Barbary-Partridge;Alectoris_barbara;Barbary-Partridge;Alectoris_barbara;GALLIFORMES;resident;resident;0;388,7889304
Alectoris_chukar;Chukar;Alectoris_chukar;Chukar;Alectoris_chukar;GALLIFORMES;resident;resident;0;997,3048462
Alectoris_graeca;Rock-Partridge;Alectoris_graeca;Rock-Partridge;Alectoris_graeca;GALLIFORMES;resident;resident;0;244,3030937
Alectoris_magna;Rusty-necklaced-Partridge;Alectoris_magna;Przevalskis-Partridge;Alectoris_magna;GALLIFORMES;resident;resident;0;201,174505
Alectoris_melanocephala;Arabian-Partridge;Alectoris_melanocephala;Arabian-Partridge;Alectoris_melanocephala;GALLIFORMES;resident;resident;0;240,3976321
